key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'133891Q0008,Construcción del Centro de Información y Educación Ambiental del Jardín Botánico Clavijero,38,"Instituto de Ecología, A.C.",30,19.51234543,-96.94518322,100.00,16528794.00,2015,,
'1210K2N0005,Reposición del Transportador  CI-A,10,"Exportadora de Sal, S.A. de C.V.",2,0,0,100.00,54011828.00,2015,,
'1421W3N0005,Rehabilitación de las Trampas de Arena Campo de Golf Palma Real CIP Ixtapa,21,Fondo Nacional de Fomento al Turismo,12,0,0,100.00,9090187.00,2015,,
'1409J3F0004,Construcción de edificio de Capitanía.,9,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",30,18.1385,-94.41423,100.00,15452436.00,2015,,
'143890S0001,"Sistema electrónico para la seguridad y el control de accesos y asistencias del Centro de Investigaciones en Optica, A.C.",38,"Centro de Investigaciones en Óptica, A.C.",11,0,0,100.00,3492110.00,2014,,
'1320VSS0005,Equipo de Seguridad,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,47978834.00,2014,,
'1312NDY0003,Programa de Rehabilitación y Mantenimiento del Auditorio Guillermo Soberón y Aula Magna del INSP 2014,12,Instituto Nacional de Salud Pública,17,0,0,100.00,2946982.00,2014,,
'1309J3B0003,Dragado de Mantenimiento 2013,9,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",6,0,0,100.00,44785320.00,2014,,
'1309JZL0008,Programa de adquisición de parque vehicular 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,52599033.00,2014,,
'143890K0002,MODERNIZACION DE LA INFRAESTRUCTURA TECNOLOGICA DEL CIDETEQ,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,3082031.00,2015,,
'143890K0006,MODERNIZACION DE EQUIPOS DE LABORATORIO PARA LOS PROCESOS DE SERVICIOS TECNOLÓGICOS 2015,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,8525482.00,2015,,
'1511A3Q0003,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Colegios y Escuelas de Educación Media Superior UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,21135513.00,2016,,
'1112NCK0003,Construcción del Edificio Nuevo de Residencia Médica.- 2012-2014,12,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,9,0,0,100.00,16099217.00,2014,,
'1511A3Q0015,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Centros e Institutos de Investigación Científica y Tecnológica (Equipo de Cómputo). UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,52542215.00,2016,,
'1420VST0006,Construcción de un centro de acopio en Ometepec Guerrero,20,"Liconsa, S.A. de C.V.",12,16.615086,-98.486252,100.00,13293559.00,2014,,
'1406HBW0002,"Infraestructura eléctrica a través de sistema fotovoltaico de interconexión para el edificio de la Dirección Regional del Noroeste, Residencia Estatal Sonora y Agencia Hermosillo",6,"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura",26,0,0,100.00,1278822.00,2015,,
'133890S0004,Programa de Adquisiciones 2014,38,"Centro de Investigaciones en Óptica, A.C.",11,0,0,100.00,5718235.00,2014,,
'1511L6I0005,Mantenimiento de Inmuebles de la CONADE,11,Comisión Nacional de Cultura Física y Deporte,9,0,0,100.00,6351484.00,2015,,
'12095100016,Servicios Relacionados con Dragado de Mantenimiento y Obras Complementarias 2013,9,Dirección General de Puertos,9,0,0,100.00,12121118.00,2014,,
'1410LAU0001,Generación de infraestructura de información de yacimientos minerales del sector público y privado,10,Servicio Geológico Mexicano,35,0,0,100.00,90575910.00,2014,,
'1509J4V0001,CONSTRUCCIÓN DE DORMITORIOS NUEVOS Y AMPLIACIÓN DE DORMITORIOS EXISTENTES EN LAS ESCUELAS NÁUTICAS MERCANTES.,9,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,35,0,0,100.00,26006131.00,2015,,
'1420VSS0013,Programa de Mantenimiento y Rehabilitación de Almacenes,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,98765882.00,2015,,
'1409JZL0009,Programa de  rehabilitación del drenaje industrial de la estación de combustibles de Guadalajara 2014-2015,9,Aeropuertos y Servicios Auxiliares,14,0,0,100.00,43345111.00,2015,,
'11096350008,Pueblo Nuevo-El Rodeo,9,Centro SCT México,15,19.958633,-100.072826,100.00,10241978.00,2017,,0.00
'13389ZY0005,Programa institucional de innovación y transferencia de procesos y productos biotecnológicos que promuevan la competitividad y aseguren la calidad e inocuidad alimentaria II parte,38,"Centro de Investigación en Alimentación y Desarrollo, A.C.",26,29.119325,-110.898385,100.00,13223035.00,2014,,
'1311A3Q0008,Programa de Adquisiciones de Bienes no Asociados  para Escuelas y Unidades Multidisciplinarias,11,Universidad Nacional Autónoma de México,35,0,0,100.00,121989897.00,2014,,
'1311A3Q0009,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para la Investigación Científica y Tecnológica (Equipo de Cómputo),11,Universidad Nacional Autónoma de México,35,0,0,100.00,55473271.00,2014,,
'1309J2X0001,Dragado de Mantenimiento 2014,9,"Administración Portuaria Integral de Tuxpan, S.A. de C.V.",30,0,0,100.00,71624777.00,2014,,
'1309JZL0024,Programa de adquisiciones para sistemas de carga y descarga de combustible de aviación 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,24286310.00,2014,,
'1409JZL0014,Programa de construcción de oficinas operativas y complementarias en la estación de combustibles de Cancún 2014-2015,9,Aeropuertos y Servicios Auxiliares,23,21.04437,-86.875783,100.00,15886394.00,2015,,
'14056130004,"Programa de Adquisición de mobiliario y equipo para el Consulado de México en Santa Ana, California, EUA 2014",5,Dirección General de Bienes Inmuebles y Recursos Materiales,33,0,0,100.00,2948530.00,2014,,
'1312NAW0001,Programa de adquisiciones de instrumental quirúrgico para las Unidad de Quirofanos. 2014,12,Hospital Juárez de México,9,0,0,100.00,6786043.00,2014,,
'1411A3Q0006,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Educación Superior en Facultades y Áreas de Apoyo a la Docencia en C.U.,11,Universidad Nacional Autónoma de México,9,0,0,100.00,53275085.00,2015,,
'1312NHK0004,Programa de rehabilitación y adecuación de instalaciones 2014-2015,12,Sistema Nacional para el Desarrollo Integral de la Familia,35,0,0,100.00,271135415.00,2015,,
'1411A3Q0009,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Investigación Humanística,11,Universidad Nacional Autónoma de México,35,0,0,100.00,52253247.00,2015,,
'10096350027,Puente Grande-Las Animas-Coyotepec,9,Centro SCT México,15,0,0,100.00,15911130.00,2017,,0.00
'143890K0001,COMPLEMENTO DE INFRAESTRUCTURA PARA LA PUESTA EN OPERACIÓN Y ACREDITACIÓN DEL LABORATORIO DE CARACTERIZACION QUÍMICA Y FISICOQUIMICA DE AGUAS Y MATERIALES EN LA UNIDAD TIJUANA DE CIDETEQ.,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",2,0,0,100.00,3856720.00,2014,,
'133891S0001,"Adquisición y adecuación de un inmueble  para dotar de infraestructura a las áreas de investigación y docencia, para la creación y  apertura de nuevas líneas de investigación e incrementar las actividades educativas y culturales.",38,"Instituto de Investigaciones ""Dr. José María Luis Mora""",9,19.377126,-99.1853,100.00,155974850.00,2015,,
'1312NHK0002,Programa de Sustitución de Camiones del Sistema Nacional DIF 2014,12,Sistema Nacional para el Desarrollo Integral de la Familia,9,0,0,100.00,9224073.00,2014,,
'1312NDE0003,Programa de Inversión de Adquisiciones 2014-2015,12,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,9,0,0,100.00,72027856.00,2015,,
'1312NCA0001,"Programa de Adquisiciones de Equipo Médico e Instrumental Quirúrgico del INC, 2014",12,Instituto Nacional de Cardiología Ignacio Chávez,9,0,0,100.00,26113084.00,2014,,
'1411A3Q0010,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Educación Media Superior,11,Universidad Nacional Autónoma de México,35,0,0,100.00,53207912.00,2015,,
'1409JZL0020,Programa de implementación de sistema de medición de combustibles 2015,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,34737078.00,2015,,
'1516RJE0004,Adquisición de equipo educacional y recreativo  para proyectos contratados.,16,Instituto Mexicano de Tecnología del Agua,17,0,0,100.00,69921.00,2015,,
'1412NBD0002,"Programa de Trabajo de Mantenimiento del HGM, 2015",12,"Hospital General de México ""Dr. Eduardo Liceaga""",9,0,0,100.00,33057590.00,2015,,
'0306G1C0011,Bienes Inmuebles por Arrendamiento Financiero,6,"Banco Nacional de Obras y Servicios Públicos, S.N.C.",5,0,0,100.00,4997071.00,2014,,
'1312NCD0003,Programa anual de mantenimiento 2014,12,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,9,0,0,100.00,13553612.00,2014,,
'1312NCG0004,Ampliación de las Áreas de Ingenierías de Mantenimiento y Equipos Industriales del INCMNSZ 2014.,12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,19.2921784,-99.1541472,100.00,3305759.00,2014,,
'1406HBW0006,Infraestructura eléctrica a través de sistema solar para interconexión a red de CFE en el CDT Villadiego,6,"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura",11,0,0,100.00,4321460.00,2015,,
'1411A3Q0012,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para la Investigación Humanística (Equipo de Cómputo),11,Universidad Nacional Autónoma de México,35,0,0,100.00,52307560.00,2015,,
'1411L8K0003,Equipo de cómputo para la realización de proyectos de investigación 2015,11,"El Colegio de México, A.C.",9,0,0,100.00,6431410.00,2015,,
'1411A3Q0015,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para la Investigación Científica y Tecnológica (Equipo de Cómputo),11,Universidad Nacional Autónoma de México,35,0,0,100.00,51251896.00,2015,,
'1310K2N0007,Reparaciones mayores 2014,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,100.00,32775499.00,2014,,
'1309JZL0017,Estudios de preinversión de la red aeroportuaria 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,16282052.00,2014,,
'1208I000005,APOYO TÉCNICO PARA LA REVISIÓN DE ESTUDIOS Y PROYECTOS,8,Comisión Nacional de Acuacultura y Pesca,25,0,0,100.00,13957135.00,2016,,
'13095100001,"CONSTRUCCIÓN DE MUELLE DE PESCA EN EL CUYO, YUC.",9,Dirección General de Puertos,31,21.51227,-87.679434,100.00,26886839.00,2014,,
'1311L5X0007,Adquisición de equipo de audio y video profesional,11,Colegio Nacional de Educación Profesional Técnica,15,0,0,100.00,1322303.00,2014,,
'133890U0001,"Remodelación y Equipamiento del Edificio B, Laboratorio de Materiales Avanzados",38,Centro de Investigación en Química Aplicada,5,25.27,-100.58,100.00,46594374.00,2014,,
'1620VSS0001,"Equipamiento para almacenes 2016, diablitos de carga, aire acondicionado, patinetas hidráulica, montacargas.",20,"Diconsa, S.A. de C.V.",35,0,0,100.00,70977939.00,2016,,
'1420VSS0002,"Ampliación del almacén central, tienda para empleados y acceso para almacén Sucursal Michoacán.",20,"Diconsa, S.A. de C.V.",16,19.70028333,-101.2449767,100.00,10798844.00,2014,,
'133890E0002,"Consolidación mediante la ampliación del Centro de Investigación en Materiales Avanzados S. C. (CIMAV) Unidad Monterrey, dentro del Parque de Investigación e Innovación Tecnológica (PIIT) del Estado de Nuevo León",38,"Centro de Investigación en Materiales Avanzados, S.C.",19,0,0,100.00,5718235.00,2014,,
'1309JZL0007,Programa de implementación de sistema de medición de nivel y temperatura 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,18853845.00,2014,,
'1409J4V0005,CONSTRUCCIÓN DE SEIS AULAS EN LA ESCUELA NÁUTICA MERCANTE EN TAMPICO.,9,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,28,22.2220694,-97.8514152,100.00,5289215.00,2014,,
'1415QIQ0003,Modernización para la Atención Ciudadana a Beneficiarios y Acreditados.,15,Fideicomiso Fondo Nacional de Habitaciones Populares,35,0,0,100.00,89468.00,2014,,
'1450GYR0072,"Adquisición de equipo e instrumental médico para la atención de las emergencias obstétricas en la Unidad de toco labor del Hospital General de Zona No. 11, de Xalapa, Veracruz.",50,Instituto Mexicano del Seguro Social,30,0,0,100.00,448396.00,2014,,
'1511A3Q0025,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Centros e Institutos de Investigación Científica y Tecnológica (áreas de las ciencias químico-biológicas y de la salud)  en C.U. UNAM.,11,Universidad Nacional Autónoma de México,9,0,0,100.00,51506731.00,2016,,
'1412NDF0007,"Programa Anual de Inversión de Adquisiciones de Equipo para la Atención de Pacientes con Enfermedades Virales del Instituto Nacional de Rehabilitación, 2014",12,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,9,0,0,100.00,6096042.00,2014,,
'1311A3Q0019,Programa de Mantenimiento a Recintos  y Centros de Difusión Cultural,11,Universidad Nacional Autónoma de México,35,0,0,100.00,163661955.00,2014,,
'133891Q0005,Mantenimiento integral de la infraestructura científica del INECOL (Laboratorio del Desierto de Mapimí) 2014,38,"Instituto de Ecología, A.C.",10,0,0,100.00,661153.00,2014,,
'1312M7F0002,Programa de adquisiciones. 2014,12,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,9,0,0,100.00,22548401.00,2014,,
'1310K2N0005,"Adquisición de maquinas, herramientas, mobiliario y equipo diversos 2014",10,"Exportadora de Sal, S.A. de C.V.",35,0,0,100.00,42361641.00,2014,,
'1411L3N0001,"Tesis, documentales, ejercicios de ficcion 1 y ficcion 2",11,"Centro de Capacitación Cinematográfica, A.C.",9,0,0,100.00,8815357.00,2014,,
'1520VSS0007,Equipo Diverso de Almacenes,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,35198450.00,2015,,
'13095100010,"Construcción de embarcadero, rampa de botado y área de operaciones en la comunidad de Bahamitas, Carmen, Campeche",9,Dirección General de Puertos,4,18.7003,-91.6961,100.00,3856720.00,2014,,
'1412NDY0002,Programa de adquisición de equipo de cómputo para el CENIDSP del INSP 2014.,12,Instituto Nacional de Salud Pública,17,0,0,100.00,85379.00,2014,,
'1450GYR0048,"Adquisición de equipo médico para los Hospitales Generales de Zona No. 1 en Zacatecas y No. 2 en Fresnillo, Zacatecas.",50,Instituto Mexicano del Seguro Social,32,0,0,100.00,23030120.00,2015,,
'1310LAU0006,Generación de infraestructura de información geofísica del territorio nacional,10,Servicio Geológico Mexicano,35,0,0,100.00,52678138.00,2014,,
'133890U0002,"Actualización de equipos piloto, de instrumentación analítica y de pruebas y auxiliar (Fase 1)-2014",38,Centro de Investigación en Química Aplicada,5,0,0,100.00,9512309.00,2014,,
'1109JZL0003,PROGRAMA DE MANTENIMIENTO DE LA INFRAESTRUCTURA OPERACIONAL DE LAS ESTACIONES DE COMBUSTIBLES 2011-2015,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,118657653.00,2015,,
'1409J3G0002,Mantenimiento de Señales Marítimas,9,"Administración Portuaria Integral de Salina Cruz, S.A. de C.V.",20,0,0,100.00,550961.00,2014,,
'1109J2R0003,Ampliación del Muelle Pesquero del Sauzal.,9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,31.89246114,-116.7037577,100.00,19627487.00,2014,,
'11095110005,Programa de Automatización y Monitoreo de Faros 2013,9,Dirección General de Marina Mercante,35,0,0,100.00,70948180.00,2014,,
'15371000002,"Programa de adquisición de mobiliario, Diálogos por la Justicia",37,Consejería Jurídica del Ejecutivo Federal,9,0,0,100.00,396955.00,2015,,
'1312NHK0003,Programa de adquisición de bienes muebles 2014-2015,12,Sistema Nacional para el Desarrollo Integral de la Familia,9,0,0,100.00,28384697.00,2015,,
'1411A3Q0004,Programa de Mantenimiento de la Infraestructura y de Servicios en Ciudad Universitaria,11,Universidad Nacional Autónoma de México,9,0,0,100.00,134245071.00,2015,,
'1312NBS0001,"Programa de adquisición de equipo  e instrumental médico del Hospital Regional de Alta Especialidad de la Península de Yucatán, 2014-2015",12,Hospital Regional de Alta Especialidad de la Península de Yucatán,31,0,0,100.00,26637923.00,2015,,
'1409J2W0002,Estudios de Preinversión 2015,9,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",25,0,0,100.00,5328426.00,2015,,
'1409J2W0003,Programa de adquisiciones 2015,9,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",25,0,0,100.00,9376040.00,2015,,
'1312NCG0003,"Programa de Adquisición de Equipo e Instrumental Médico para el INCMNSZ, 2014",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,0,0,100.00,111321799.00,2014,,
'1320VRW0002,Análisis del Programa de Adquisición de Vehículos y Equipo de Trasporte,20,Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad,9,0,0,100.00,1432495.00,2015,,
'1412NBD0001,"Programa Anual de Adquisiciones del HGM, 2015",12,"Hospital General de México ""Dr. Eduardo Liceaga""",9,0,0,100.00,21313706.00,2015,,
'1212NCD0003,Proyecto de Ampliación del Departamento de Investigación en Tabaquismo y EPOC 2012-2015,12,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,9,19.291226,-99.158403,100.00,30008388.00,2015,,
'1409J3L0002,"Adquisición de vehículos para carretera-vía, para la vigilancia anticipada al paso de trenes y respuesta rápida en la atención de incidentes y accidentes, en las vías de Chiapas y Mayab.",9,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",35,0,0,100.00,10531567.00,2014,,
